words@iau1978m	@iau1978m	228.005	228.249	/
words@iau1978m	@iau1978m	228.249	228.493	у
words@iau1978m	@iau1978m	228.493	228.737	меня
words@iau1978m	@iau1978m	228.737	228.981	/
words@iau1978m	@iau1978m	228.981	229.225	две
words@iau1978m	@iau1978m	229.225	229.469	собаки
words@iau1978m	@iau1978m	229.469	229.713	/
words@iau1978m	@iau1978m	229.713	229.957	/
words@iau1978m	@iau1978m	229.957	230.201	одного
words@iau1978m	@iau1978m	230.201	230.445	зовут
words@iau1978m	@iau1978m	230.445	230.689	компот
words@iau1978m	@iau1978m	230.689	230.933	/
words@iau1978m	@iau1978m	230.933	231.177	вторую
words@iau1978m	@iau1978m	231.177	231.426	груша
words@iau1978m	@iau1978m	231.783	232.095	и
words@iau1978m	@iau1978m	232.095	232.407	/
words@iau1978m	@iau1978m	232.407	232.719	там
words@iau1978m	@iau1978m	232.719	233.031	все
words@iau1978m	@iau1978m	233.031	233.343	понятно
words@iau1978m	@iau1978m	233.343	233.655	/
words@iau1978m	@iau1978m	233.655	233.967	компот
words@iau1978m	@iau1978m	233.967	234.279	означает
words@iau1978m	@iau1978m	234.279	234.591	компот
words@iau1978m	@iau1978m	234.591	234.903	/
words@iau1978m	@iau1978m	234.903	235.215	груша
words@iau1978m	@iau1978m	235.215	235.527	означает
words@iau1978m	@iau1978m	235.527	235.849	груша
words@iau1978m	@iau1978m	235.9	236.124	а
words@iau1978m	@iau1978m	236.124	236.348	масару
words@iau1978m	@iau1978m	236.348	236.572	я
words@iau1978m	@iau1978m	236.572	236.796	не
words@iau1978m	@iau1978m	236.796	237.02	понимаю
words@iau1978m	@iau1978m	237.02	237.244	/
words@iau1978m	@iau1978m	237.244	237.468	э
words@iau1978m	@iau1978m	237.468	237.692	/
words@iau1978m	@iau1978m	237.692	237.916	э
words@iau1978m	@iau1978m	237.916	238.14	/
words@iau1978m	@iau1978m	238.14	238.364	вот
words@iau1978m	@iau1978m	238.364	238.588	/
words@iau1978m	@iau1978m	238.588	238.812	это
words@iau1978m	@iau1978m	238.812	239.036	/
words@iau1978m	@iau1978m	239.036	239.26	девочка
words@iau1978m	@iau1978m	239.26	239.484	или
words@iau1978m	@iau1978m	239.484	239.708	мальчик
words@iau1978m	@iau1978m	239.708	239.949	во-первых
words@iau1978m	@iau1978m	240.204	240.332	а
words@iau1978m	@iau1978m	240.332	240.46	/
words@iau1978m	@iau1978m	240.46	240.588	собственно
words@iau1978m	@iau1978m	240.588	240.716	я
words@iau1978m	@iau1978m	240.716	240.844	по
words@iau1978m	@iau1978m	240.844	240.972	платью
words@iau1978m	@iau1978m	240.972	241.1	/
words@iau1978m	@iau1978m	241.1	241.228	/
words@iau1978m	@iau1978m	241.228	241.356	#нрзб#
words@iau1978m	@iau1978m	241.356	241.484	/
words@iau1978m	@iau1978m	241.484	241.62	/
words@iau1978m	@iau1978m	242.579	243.125	мог
words@iau1978m	@iau1978m	243.125	243.671	сообразить
words@iau1978m	@iau1978m	243.671	243.867	ну
words@iau1978m	@iau1978m	243.867	244.063	/
words@iau1978m	@iau1978m	244.063	244.259	на
words@iau1978m	@iau1978m	244.259	244.455	всякий
